Timestamp	Type	Description	Object Name	Game Object Name	Object ID	Game Object ID	Scope
 0:02:31.424	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:31.594	Switch	Switch to "Sand"	Material	Local Player	3865314626	151519304	Game Object
 0:02:31.594	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:31.594	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:31.594	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:31.765	Switch	Switch to "Sand"	Material	Local Player	3865314626	151519304	Game Object
 0:02:31.765	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:31.765	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:31.765	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:31.914	Switch	Switch to "Sand"	Material	Local Player	3865314626	151519304	Game Object
 0:02:31.914	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:31.914	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:31.914	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:32.085	Switch	Switch to "Sand"	Material	Local Player	3865314626	151519304	Game Object
 0:02:32.085	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:32.085	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:32.085	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:32.234	Switch	Switch to "Sand"	Material	Local Player	3865314626	151519304	Game Object
 0:02:32.234	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:32.234	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:32.234	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:32.405	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:32.405	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:32.405	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:32.448	Event	Event Triggered	DCP_Signal02	Local Player	2829720191	151519304	Game Object
 0:02:32.448	Action Triggered	Play	Signal02	Local Player	19	151519304	Game Object
 0:02:32.576	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:32.576	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:32.576	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:32.576	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:32.746	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:32.746	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:32.746	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:32.746	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:32.896	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:32.896	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:32.896	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:32.896	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:33.386	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:33.386	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:33.386	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:33.557	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:33.557	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:33.557	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:33.557	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:33.706	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:33.706	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:33.706	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:33.706	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:33.877	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:33.877	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:33.877	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:33.877	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:34.368	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:34.368	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:34.368	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:34.368	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:34.538	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:34.538	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:34.538	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:34.538	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:36.160	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:36.160	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:36.160	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:36.160	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:36.330	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:36.330	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:36.330	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:36.501	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:36.501	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:36.501	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:36.650	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:36.650	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:36.650	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:36.650	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:36.821	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:36.821	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:36.821	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:36.821	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:36.992	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:36.992	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:36.992	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:36.992	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:37.482	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:37.482	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:37.482	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:37.482	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:37.653	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:37.653	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:37.653	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:37.653	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:37.824	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:37.824	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:37.824	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:37.824	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:38.314	Switch	Switch to "Tile"	Material	Local Player	3865314626	151519304	Game Object
 0:02:38.314	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:38.314	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:38.314	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:38.464	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:38.464	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:38.464	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:38.464	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:38.634	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:38.634	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:38.634	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:38.634	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:38.784	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:38.784	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:38.784	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:38.784	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:38.848	Event	Event Triggered	Spawn_Monster	Monster #137: an ogre	779629997	153114608	Game Object
 0:02:38.848	Action Triggered	Play. 47.000 %	Monster_Spawn	Monster #137: an ogre	38699064	153114608	Game Object
 0:02:38.848	Event	Event Triggered	Grunt_Ogre	Monster #137: an ogre	2202981293	153114608	Game Object
 0:02:38.848	Action Triggered	Play	Grunt	Monster #137: an ogre	100	153114608	Game Object
 0:02:39.616	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:39.616	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:39.616	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:39.616	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:39.765	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:39.765	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:39.765	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:39.765	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:39.850	Event	Event Triggered	DCP_Enter01	Local Player	2245995848	151519304	Game Object
 0:02:39.850	Action Triggered	Play	enter01	Local Player	691358266	151519304	Game Object
 0:02:39.872	Event	Event Triggered	Spawn_Monster	Monster #138: a rhino	779629997	153196760	Game Object
 0:02:39.872	Action Triggered	Play. 47.000 %	Monster_Spawn	Monster #138: a rhino	38699064	153196760	Game Object
 0:02:39.872	Event	Event Triggered	Grunt_Rhino	Monster #138: a rhino	436652326	153196760	Game Object
 0:02:39.872	Action Triggered	Play	Grunt	Monster #138: a rhino	100	153196760	Game Object
 0:02:39.936	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:39.936	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:39.936	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:39.936	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:39.936	Switch	Switch to "Tile"	Material	Monster #138: a rhino	3865314626	153196760	Game Object
 0:02:39.936	Switch	Switch to "Left"	Foot	Monster #138: a rhino	3031504797	153196760	Game Object
 0:02:39.936	Event	Event Triggered	Foot_Rhino	Monster #138: a rhino	3826003282	153196760	Game Object
 0:02:39.936	Action Triggered	Play	Footsteps	Monster #138: a rhino	76	153196760	Game Object
 0:02:39.936	Switch	Switch to "Metal"	Material	Monster #137: an ogre	3865314626	153114608	Game Object
 0:02:39.936	Switch	Switch to "Right"	Foot	Monster #137: an ogre	3031504797	153114608	Game Object
 0:02:39.936	Event	Event Triggered	Foot_Ogre	Monster #137: an ogre	1532553273	153114608	Game Object
 0:02:39.936	Action Triggered	Play	Footsteps	Monster #137: an ogre	76	153114608	Game Object
 0:02:40.106	Switch	Switch to "Tile"	Material	Monster #138: a rhino	3865314626	153196760	Game Object
 0:02:40.106	Switch	Switch to "Right"	Foot	Monster #138: a rhino	3031504797	153196760	Game Object
 0:02:40.106	Event	Event Triggered	Foot_Rhino	Monster #138: a rhino	3826003282	153196760	Game Object
 0:02:40.106	Action Triggered	Play	Footsteps	Monster #138: a rhino	76	153196760	Game Object
 0:02:40.256	Switch	Switch to "Tile"	Material	Monster #138: a rhino	3865314626	153196760	Game Object
 0:02:40.256	Switch	Switch to "Left"	Foot	Monster #138: a rhino	3031504797	153196760	Game Object
 0:02:40.256	Event	Event Triggered	Foot_Rhino	Monster #138: a rhino	3826003282	153196760	Game Object
 0:02:40.256	Action Triggered	Play	Footsteps	Monster #138: a rhino	76	153196760	Game Object
 0:02:40.426	Switch	Switch to "Tile"	Material	Monster #138: a rhino	3865314626	153196760	Game Object
 0:02:40.426	Switch	Switch to "Right"	Foot	Monster #138: a rhino	3031504797	153196760	Game Object
 0:02:40.426	Event	Event Triggered	Foot_Rhino	Monster #138: a rhino	3826003282	153196760	Game Object
 0:02:40.426	Action Triggered	Play	Footsteps	Monster #138: a rhino	76	153196760	Game Object
 0:02:40.469	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:40.469	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:40.469	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:40.469	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:40.576	Switch	Switch to "Tile"	Material	Monster #138: a rhino	3865314626	153196760	Game Object
 0:02:40.576	Switch	Switch to "Left"	Foot	Monster #138: a rhino	3031504797	153196760	Game Object
 0:02:40.576	Event	Event Triggered	Foot_Rhino	Monster #138: a rhino	3826003282	153196760	Game Object
 0:02:40.576	Action Triggered	Play	Footsteps	Monster #138: a rhino	76	153196760	Game Object
 0:02:40.576	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:40.576	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:40.576	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:40.576	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:40.746	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:40.746	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:40.746	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:40.746	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:40.789	Event	Event Triggered	Fire_PoisonGem_Monster	Monster #138: a rhino	4290568846	153196760	Game Object
 0:02:40.789	Action Triggered	Play	PoisonGem Magic	Monster #138: a rhino	210181985	153196760	Game Object
 0:02:40.789	Event	Event Triggered	Pain	Local Player	1996139369	151519304	Game Object
 0:02:40.789	Action Triggered	Play	Body_Impact	Local Player	370806637	151519304	Game Object
 0:02:40.789	Action Delayed	Play. Delay: 200 ms	Pain	Local Player	111	151519304	Game Object
 0:02:40.981	Action Triggered	Play	Pain	Local Player	111	151519304	Game Object
 0:02:41.024	Event	Event Triggered	Fire_IceGem_Player	Local Player	2390793602	151519304	Game Object
 0:02:41.024	Action Triggered	Play	IceGem_Blast	Local Player	770703862	151519304	Game Object
 0:02:41.024	Action Delayed	Play. Delay: 400 ms	Gem Drop	Local Player	783703556	151519304	Game Object
 0:02:41.024	Action Delayed	Play. Delay: 500 ms	Gem_Recharge_Woosh	Local Player	34784944	151519304	Game Object
 0:02:41.024	Action Delayed	Play. Delay: 700 ms	Gem_Recharge_Magic	Local Player	388498322	151519304	Game Object
 0:02:41.024	Event	Event Triggered	Defeated_Rhino	Monster #138: a rhino	1278524204	153196760	Game Object
 0:02:41.024	Action Triggered	Play	Defeated_Rhino	Monster #138: a rhino	91	153196760	Game Object
 0:02:41.258	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:41.258	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:41.258	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:41.258	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:41.408	Action Triggered	Play	Gem Drop	Local Player	783703556	151519304	Game Object
 0:02:41.408	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:41.408	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:41.408	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:41.408	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:41.514	Action Triggered	Play	Gem_Recharge_Woosh	Local Player	34784944	151519304	Game Object
 0:02:41.578	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:41.578	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:41.578	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:41.578	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:41.706	Action Triggered	Play	Gem_Recharge_Magic	Local Player	388498322	151519304	Game Object
 0:02:42.112	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:42.112	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:42.112	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:42.112	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:42.218	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:42.218	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:42.218	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:42.218	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:42.389	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:42.389	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:42.389	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:42.389	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:42.538	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:42.538	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:42.538	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:42.538	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:42.773	Event	Event Triggered	Spawn_Monster	Monster #139: a rhino	779629997	154089648	Game Object
 0:02:42.773	Action Triggered	Play. 47.000 %	Monster_Spawn	Monster #139: a rhino	38699064	154089648	Game Object
 0:02:42.773	Event	Event Triggered	Grunt_Rhino	Monster #139: a rhino	436652326	154089648	Game Object
 0:02:42.773	Action Triggered	Play	Grunt	Monster #139: a rhino	100	154089648	Game Object
 0:02:42.816	Switch	Switch to "Metal"	Material	Monster #137: an ogre	3865314626	153114608	Game Object
 0:02:42.816	Switch	Switch to "Right"	Foot	Monster #137: an ogre	3031504797	153114608	Game Object
 0:02:42.816	Event	Event Triggered	Foot_Ogre	Monster #137: an ogre	1532553273	153114608	Game Object
 0:02:42.816	Action Triggered	Play	Footsteps	Monster #137: an ogre	76	153114608	Game Object
 0:02:42.858	Switch	Switch to "Tile"	Material	Monster #139: a rhino	3865314626	154089648	Game Object
 0:02:42.858	Switch	Switch to "Left"	Foot	Monster #139: a rhino	3031504797	154089648	Game Object
 0:02:42.858	Event	Event Triggered	Foot_Rhino	Monster #139: a rhino	3826003282	154089648	Game Object
 0:02:42.858	Action Triggered	Play	Footsteps	Monster #139: a rhino	76	154089648	Game Object
 0:02:43.029	Switch	Switch to "Tile"	Material	Monster #139: a rhino	3865314626	154089648	Game Object
 0:02:43.029	Switch	Switch to "Right"	Foot	Monster #139: a rhino	3031504797	154089648	Game Object
 0:02:43.029	Event	Event Triggered	Foot_Rhino	Monster #139: a rhino	3826003282	154089648	Game Object
 0:02:43.029	Action Triggered	Play	Footsteps	Monster #139: a rhino	76	154089648	Game Object
 0:02:43.050	Switch	Switch to "Metal"	Material	Monster #137: an ogre	3865314626	153114608	Game Object
 0:02:43.050	Switch	Switch to "Left"	Foot	Monster #137: an ogre	3031504797	153114608	Game Object
 0:02:43.050	Event	Event Triggered	Foot_Ogre	Monster #137: an ogre	1532553273	153114608	Game Object
 0:02:43.050	Action Triggered	Play	Footsteps	Monster #137: an ogre	76	153114608	Game Object
 0:02:43.178	Switch	Switch to "Tile"	Material	Monster #139: a rhino	3865314626	154089648	Game Object
 0:02:43.178	Switch	Switch to "Left"	Foot	Monster #139: a rhino	3031504797	154089648	Game Object
 0:02:43.178	Event	Event Triggered	Foot_Rhino	Monster #139: a rhino	3826003282	154089648	Game Object
 0:02:43.178	Action Triggered	Play	Footsteps	Monster #139: a rhino	76	154089648	Game Object
 0:02:43.200	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:43.200	Switch	Switch to "Left"	Foot	Local Player	3031504797	151519304	Game Object
 0:02:43.200	Event	Event Triggered	Foot_Player	Local Player	1894362767	151519304	Game Object
 0:02:43.200	Action Triggered	Play	Footsteps	Local Player	76	151519304	Game Object
 0:02:43.306	Switch	Switch to "Metal"	Material	Monster #137: an ogre	3865314626	153114608	Game Object
 0:02:43.306	Switch	Switch to "Right"	Foot	Monster #137: an ogre	3031504797	153114608	Game Object
 0:02:43.306	Event	Event Triggered	Foot_Ogre	Monster #137: an ogre	1532553273	153114608	Game Object
 0:02:43.306	Action Triggered	Play	Footsteps	Monster #137: an ogre	76	153114608	Game Object
 0:02:43.349	Switch	Switch to "Tile"	Material	Monster #139: a rhino	3865314626	154089648	Game Object
 0:02:43.349	Switch	Switch to "Right"	Foot	Monster #139: a rhino	3031504797	154089648	Game Object
 0:02:43.349	Event	Event Triggered	Foot_Rhino	Monster #139: a rhino	3826003282	154089648	Game Object
 0:02:43.349	Action Triggered	Play	Footsteps	Monster #139: a rhino	76	154089648	Game Object
 0:02:43.370	Switch	Switch to "Metal"	Material	Local Player	3865314626	151519304	Game Object
 0:02:43.370	Switch	Switch to "Right"	Foot	Local Player	3031504797	151519304	Game Object
